# Bright Star Catalogue, 5th Revised Ed. (Preliminary Version)
# Hoffleit D., Warren Jr W.H., Astronomical Data Center, NSSDC/ADC (1991)
# VizieR catalogue V/50 -- https://cdsarc.cds.unistra.fr/ftp/V/50/
#
# Generated by scripts/gen-starcatalog. Do not edit by hand.
# Selection: apparent visual magnitude <= 6.5. Equinox and epoch J2000.
#
# hr	ra_deg	dec_deg	vmag	bv	spectral_type	designation	name
1003	49.87917	-21.75778	3.69	+1.62	M3.5IIIaCa-1	16Tau4Eri	
1552	72.80167	5.60500	3.69	-0.17	B2III+B2IV	3Pi 4Ori	
3884	146.31167	-62.50778	3.69	+1.22	G5Iab-Ib		
8852	349.29125	3.28222	3.69	+0.92	G9-III:Fe-2	6Gam Psc	
566	28.98958	-51.60889	3.70	+0.85	G8IIIbCNIV	Chi Eri	
1142	56.21875	24.11333	3.70	-0.11	B6III	17 Tau	
6703	269.44125	29.24778	3.70	+0.94	G8+III	92Xi Her	
2085	89.10125	-14.16778	3.71	+0.33	F1III	16Eta Lep	
4518	176.51250	47.77944	3.71	+1.18	K0.5IIIb	63Chi UMa	
5892	237.70417	4.47778	3.71	+0.15	A2Vm	37Eps Ser	
7602	298.82833	6.40667	3.71	+0.86	G8IV	60Bet Aql	Alshain
1567	73.56292	2.44056	3.72	-0.18	B3III+B0V	8Pi 5Ori	
2077	89.88167	54.28472	3.72	+1.00	K0-III	33Del Aur	
5511	221.56208	1.89278	3.72	-0.01	A0V	109 Vir	
8079	316.23292	43.92778	3.72	+1.65	K4.5Ib-II	62Xi Cyg	
8130	318.69792	38.04556	3.72	+0.39	F2IV	65Tau Cyg	
539	27.86500	-10.33500	3.73	+1.14	K0IIIBa0.1	55Zet Cet	
1084	53.23250	-9.45833	3.73	+0.88	K2V	18Eps Eri	
3080	118.05417	-40.57583	3.73	+1.04	K1-2II+A0		
6771	271.83750	9.56389	3.73	+0.12	A4IV s	72 Oph	
1038	51.79250	9.73278	3.74	-0.09	B9Vn	2Xi Tau	
8204	321.66667	-22.41139	3.74	+1.00	G4Ib	34Zet Cap	
8698	343.15375	-7.57972	3.74	+1.64	M2.5IIIaFe-1	73Lam Aqr	
1612	75.61958	41.07583	3.75	+1.22	K4II+B8V	8Zet Aur	
3614	136.03875	-47.09778	3.75	+1.20	K2III		
6095	245.48000	19.15306	3.75	+0.27	A9III	20Gam Her	
6629	266.97333	2.70722	3.75	+0.04	A0Vnp	62Gam Oph	
6688	268.38208	56.87278	3.75	+1.18	K2-III	32Xi Dra	Grumium
8571	337.29292	58.41528	3.75	+0.60	F5Ib-G2Ib	27Del Cep	
834	42.67417	55.89556	3.76	+1.68	K3-Ib-IIa	15Eta Per	
1373	65.73375	17.54250	3.76	+0.98	K0-IIICN0.5	61Del1Tau	
1922	83.40625	-62.48972	3.76	+0.82	F6Ia	Bet Dor	
6229	252.44625	-59.04139	3.76	+1.57	K5III	Eta Ara	
8254	325.36875	-77.39000	3.76	+1.00	K0III	Nu Oct	
8430	331.75292	25.34500	3.76	+0.44	F5V	24Iot Peg	
1135	56.29833	42.57861	3.77	+0.42	F5II	41Nu Per	
3347	126.43417	-66.13694	3.77	+1.13	K1III	Bet Vol	
7217	286.17083	-21.74167	3.77	+1.01	G9IIIb	39Omi Sgr	
7328	289.27583	53.36861	3.77	+0.96	G9III	1Kap Cyg	
7906	309.90958	15.91194	3.77	-0.06	B9IV	9Alp Del	
7950	311.91917	-9.49583	3.77	0.00	A1V	2Eps Aqr	
8585	337.82292	50.28250	3.77	+0.01	A1V	7Alp Lac	
2736	107.18708	-70.49889	3.78	+1.04	K0III	Gam2Vol	
4257	163.37333	-58.85333	3.78	+0.95	K1III		
2650	106.02708	20.57028	3.79	+0.79	F7-G3Ib	43Zet Gem	
2821	111.43167	27.79806	3.79	+1.03	G9IIIbHdel -1	60Iot Gem	
7420	292.42625	51.72972	3.79	+0.14	A5Vn	10Iot2Cyg	
7735	303.40792	46.74139	3.79	+1.28	K2II+B3V	31 Cyg	
941	47.37417	44.85722	3.80	+0.98	K0III	27Kap Per	
3888	147.74750	59.03861	3.80	+0.29	F2IV	29Ups UMa	
4058	154.99417	19.84056	3.80		G7IIIFe-1	41Gam2Leo	
5788	233.70042	10.53750	3.80	+0.26	F0IV	13Del Ser	
5789	233.70042	10.53917	3.80	+0.26	F0IV	13Del Ser	
6588	264.86625	46.00639	3.80	-0.18	B3IV	85Iot Her	
1931	84.68667	-2.60000	3.81	-0.24	O9.5V	48Sig Ori	
2035	87.83042	-20.87917	3.81	+0.99	K0IIIFe-1.5CH0.5	15Del Lep	
4094	156.52250	-16.83639	3.81	+1.48	K4.5III	42Mu Hya	
1464	68.88750	-30.56222	3.82	+0.98	G8IIIa	52Ups2Eri	
3690	139.71125	36.80250	3.82	+0.06	A3V	38 Lyn	
4114	156.96958	-58.73944	3.82	+0.31	F2II		
6149	247.72833	1.98389	3.82	+0.01	A0V+A4V	10Lam Oph	
7536	296.84708	18.53417	3.82	+1.41	M2II+A0V	7Del Sge	
8961	354.39125	46.45806	3.82	+1.01	G8III-IV	16Lam And	
1131	56.07958	32.28833	3.83	+0.05	B1III	38Omi Per	
4247	163.32792	34.21500	3.83	+1.04	K0+III-IV	46 LMi	
5248	209.56792	-42.10083	3.83	-0.21	B2IV	Phi Cen	
5470	221.96500	-79.04472	3.83	+1.43	K3IIIa	Alp Aps	
6779	271.88583	28.76250	3.83	-0.03	B9.5V	103Omi Her	
7582	297.04333	70.26778	3.83	+0.89	G7IIIbCN-2	63Eps Dra	Epsilon Dra
1411	67.14375	15.96222	3.84	+0.95	K0IIIbFe-0.5	77The1Tau	
3445	130.15667	-46.64889	3.84	+0.71	F3Ia		
3571	133.76167	-60.64472	3.84	-0.10	B8-9II		
4167	159.32542	-48.22583	3.84	+0.30	F4IV+F3		
4434	172.85083	69.33111	3.84	+1.62	M0IIICa-1	1Lam Dra	
5849	235.68583	26.29556	3.84	0.00	B9IV+A3V	8Gam CrB	
6895	275.92458	21.76972	3.84	+1.18	K2.5IIIab	109 Her	
8518	335.41417	-1.38722	3.84	-0.05	A0V	48Gam Aqr	
1175	56.05000	-64.80694	3.85	+1.13	K2+III	Bet Ret	
2020	86.82125	-51.06639	3.85	+0.17	A5V	Bet Pic	
2296	95.52833	-33.43639	3.85	+0.88	G7II	Del Col	
2749	108.70292	-26.77278	3.85	-0.17	B2IV-Ve	28Ome CMa	
4023	153.68417	-42.12194	3.85	+0.05	A2V		
4133	158.20292	9.30667	3.85	-0.14	B1Ib	47Rho Leo	
5933	239.11333	15.66167	3.85	+0.48	F6V	41Gam Ser	
6030	243.85958	-63.68556	3.85	+1.11	G2Ib-IIa	Del TrA	
6973	278.80167	-8.24417	3.85	+1.33	K3-III-IIIb	Alp Sct	
1326	63.50042	-42.29444	3.86	+1.10	K1III	Alp Hor	
4802	189.42583	-48.54111	3.86	+0.05	A2V	Tau Cen	
6695	269.06333	37.25056	3.86	+1.35	K1IIaCN+2	91The Her	
6812	273.44083	-21.05889	3.86	+0.23	B8Iap	13Mu Sgr	
269	14.18833	38.49944	3.87	+0.13	A5V	37Mu And	
963	48.01792	-28.98694	3.87	+0.52	F8V	Alp For	
1149	56.45667	24.36778	3.87	-0.07	B8III	20 Tau	
1481	69.54500	-14.30389	3.87	+1.09	K2IIIb	53 Eri	
1862	82.80292	-35.47056	3.87	+1.14	K1IIIa	Eps Col	
2580	103.53292	-24.18389	3.87	+1.73	K2+Iab	16Omi1CMa	
4773	188.11667	-72.13306	3.87	-0.15	B5V	Gam Mus	
4787	188.37083	69.78833	3.87	-0.13	B6IIIpe	5Kap Dra	
5249	209.67000	-44.80361	3.87	-0.20	B2IV-V	Ups1Cen	
5646	227.98375	-48.73778	3.87	-0.05	B9.5Vne	Kap1Lup	
25	2.35292	-45.74750	3.88	+1.03	K0III	Eps Phe	
3665	138.59125	2.31417	3.88	-0.06	B9.5V	22The Hya	
3905	148.19083	26.00694	3.88	+1.22	K2IIICN1Ca1	24Mu Leo	
5089	202.76125	-39.40750	3.88	+1.17	G9Ib*		
5487	220.76500	-5.65833	3.88	+0.38	F2III	107Mu Vir	
5928	239.22125	-29.21417	3.88	-0.20	B2IV-V	5Rho Sco	
874	44.10708	-8.89806	3.89	+1.11	K1-IIIbBa0.2:	3Eta Eri	
4390	170.25167	-54.49111	3.89	-0.15	B5Vn	Pi Cen	
4689	184.97667	-0.66694	3.89	+0.02	A2IV	15Eta Vir	Zaniah
6092	244.93500	46.31333	3.89	-0.15	B5IV	22Tau Her	
6102	248.36250	-78.89722	3.89	+0.91	G8-K0III	Gam Aps	
7615	299.07667	35.08333	3.89	+1.02	K0III	21Eta Cyg	
3314	126.41500	-3.90639	3.90	-0.02	A0V		
7570	298.11833	1.00556	3.90	+0.89	F6Ib	55Eta Aql	
8820	347.59000	-45.24667	3.90	+1.02	K1III	Iot Gru	
1251	60.78917	5.98917	3.91	+0.03	A1V	38Nu Tau	
3487	131.50708	-46.04167	3.91	0.00	A1III		
3845	144.96417	-1.14278	3.91	+1.32	K2.5III-IIIbBa0.3	35Iot Hya	
4337	167.14750	-58.97500	3.91	+1.23	G40-Ia		
4743	187.01000	-50.23056	3.91	-0.19	B2V	Sig Cen	
5787	233.88167	-14.78944	3.91	+1.01	G8.5III	38Gam Lib	
338	17.09625	-55.24583	3.92	-0.08	B6V+B9V	Zet Phe	
6324	255.07250	30.92639	3.92	-0.01	A0V	58Eps Her	
8131	318.95583	5.24778	3.92	+0.53	G0III+A5V	8Alp Equ	
1463	69.07958	-3.35250	3.93	-0.21	B2III	48Nu Eri	
2970	115.31167	-9.55111	3.93	+1.02	K0III	26Alp Mon	
7340	290.41833	-17.84722	3.93	+0.22	F0IV-V	44Rho1Sgr	
100	6.55083	-43.68000	3.94	+0.17	A7V	Kap Phe	
3461	131.17125	18.15417	3.94	+1.08	K0III-IIIb	47Del Cnc	Asellus Australis
4399	170.98125	10.52917	3.94	+0.41	F4IV	78Iot Leo	
8028	314.29333	41.16722	3.94	+0.02	A1Vn	58Nu Cyg	
440	22.81292	-49.07278	3.95	+0.99	K0III	Del Phe	
854	43.56458	52.76250	3.95	+0.74	G4III+A4V	18Tau Per	
2429	99.17083	-19.25583	3.95	+1.06	K1III	7Nu 2CMa	
3024	115.45500	-72.60611	3.95	+1.04	K0III	Zet Vol	
5055	200.98500	54.92167	3.95	+0.13	A1m	79Zet UMa	
5883	237.73958	-33.62722	3.95	-0.04	B9IV	5Chi Lup	
8667	341.63292	23.56556	3.95	+1.07	G8IIIa*	47Lam Peg	
1393	66.00917	-34.01694	3.96	+1.49	K4III	43 Eri	
2120	89.78667	-42.81528	3.96	+1.14	K0III	Eta Col	
2538	102.46042	-32.50861	3.96	-0.23	B1.5IVne	13Kap CMa	
2996	115.95208	-28.95472	3.96	+0.18	A2Iabe	3 Pup	
4638	182.91292	-52.36861	3.96	-0.15	B3V	Rho Cen	
5993	241.70167	-20.66917	3.96	-0.04	B1V	9Ome1Sco	
7590	300.14792	-72.91056	3.96	-0.03	A0V	Eps Pav	
2012	87.87250	39.14861	3.97	+1.13	G9.5III*	32Nu Aur	
3438	130.02583	-35.30833	3.97	+0.94	G7Ib-II	Bet Pyx	
3579	135.16000	41.78278	3.97	+0.44	F5V		
3663	137.81917	-62.31722	3.97	-0.18	B3III		
6714	270.16125	2.93167	3.97	+0.02	B5Ib	67 Oph	
7348	290.97167	-40.61611	3.97	-0.10	B8V	Alp Sgr	
8556	337.31750	-43.49556	3.97	+1.03	G6-8III	Del1Gru	
8892	350.74250	-20.10056	3.97	+1.10	K0III	98 Aqr	
580	30.85875	72.42139	3.98	-0.01	A2V	50 Cas	
2227	93.71375	-6.27472	3.98	+1.32	K1.5IIIBa0.3	5Gam Mon	
2803	109.20750	-67.95722	3.98	+0.79	F6II	Del Vol	
7751	303.86792	47.71444	3.98	+1.52	K3Ib+B3V	32 Cyg	
8848	349.35750	-58.23583	3.99	+0.40	F1III	Gam Tuc	
585	30.00125	-21.07778	4.00	+1.57	M0III	59Ups Cet	
868	43.47042	-49.89028	4.00	+2.11	M7IIIe		
3615	135.61167	-66.39611	4.00	+0.14	A2-3IVm	Alp Vol	
4102	156.09875	-74.03167	4.00	+0.35	F2IV		
5471	220.49000	-37.79361	4.00	-0.17	B3V		
664	34.32875	33.84722	4.01	+0.02	A1Vnn	9Gam Tri	
3518	132.63292	-27.71000	4.01	+1.27	K3-III	Gam Pyx	
5062	201.30625	54.98806	4.01	+0.16	A5V	80 UMa	Alcor
5986	240.47208	58.56528	4.01	+0.52	F8IV	13The Dra	
6027	242.99875	-19.46056	4.01	+0.04	B3V	14Nu Sco	
6982	280.75875	-71.42806	4.01	+1.14	K0III	Zet Pav	
7337	290.65958	-44.45889	4.01	-0.10	B9V	Bet1Sgr	
7834	307.34875	30.36861	4.01	+0.40	F5II	41 Cyg	
8679	342.39792	-13.59250	4.01	+1.57	M0III	71Tau2Aqr	
9072	359.82792	6.86333	4.01	+0.42	F4IV	28Ome Psc	
1520	71.37542	-3.25472	4.02	-0.15	B5IV	57Mu Eri	
3475	131.67417	28.76000	4.02	+1.01	G7.5IIIaBa0.1	48Iot Cnc	
4623	182.10333	-24.72889	4.02	+0.32	F2III-IV	1Alp Crv	
6072	244.96000	-50.15556	4.02	+1.08	G8III	Gam2Nor	
7176	284.90583	15.06833	4.02	+1.08	K1-IIICN0.5Ba0.2	13Eps Aql	
7193	285.42000	-5.73889	4.02	+1.09	K1III	12 Aql	
8252	323.49542	45.59194	4.02	+0.89	G8IIIFe-0.5	73Rho Cyg	
8597	338.83917	-0.11750	4.02	-0.09	B9IV-Vn	62Eta Aqr	
1603	75.85458	60.44222	4.03	+0.92	G1Ib-IIa	10Bet Cam	
4517	176.46500	6.52944	4.03	+1.51	M1IIIab	3Nu Vir	
4898	193.64833	-57.17778	4.03	-0.17	B2IV-V	Mu 1Cru	
6752	271.36375	2.49944	4.03	+0.86	K0V	70 Oph	
7852	308.30333	11.30333	4.03	-0.13	B6III	2Eps Del	
1228	59.74125	35.79111	4.04	+0.01	O7.5III(n)((f))	46Xi Per	
1273	62.16542	47.71250	4.04	-0.03	B3Ve	48 Per	
1298	62.96625	-6.83750	4.04	+0.33	F2II-III	38Omi1Eri	
4679	184.60875	-64.00306	4.04	-0.17	B2.5V	Zet Cru	
7157	283.83375	43.94611	4.04	+1.59	M5III	13 Lyr	
937	47.26667	49.61333	4.05	+0.59	G0V	Iot Per	
4386	170.28417	6.02944	4.05	-0.06	B9.5V s	77Sig Leo	
5367	215.13917	-37.88528	4.05	-0.03	A0IV	Psi Cen	
5404	216.29917	51.85083	4.05	+0.50	F7V	23The Boo	
5453	219.47167	-49.42583	4.05	-0.15	B5V	Rho Lup	
5485	220.91417	-35.17361	4.05	+1.35	K3IIIb		
5626	227.21083	-45.27972	4.05	-0.18	B3V	Lam Lup	
215	11.83458	24.26722	4.06	+1.12	K1IIe	34Zet And	
2905	113.98042	26.89583	4.06	+1.54	M0III-IIIb	69Ups Gem	
6295	254.89625	-53.16056	4.06	+1.45	K4IIIab	Eps1Ara	
496	25.91500	50.68861	4.07	-0.04	B2Vep	Phi Per	
779	39.87083	0.32861	4.07	-0.22	B2IV	82Del Cet	
1580	74.09292	13.51444	4.07	+1.15	K2-IIIFe-1	9Omi2Ori	
2574	103.54750	-12.03861	4.07	+1.43	K4III	14The CMa	
3318	124.63167	-76.91972	4.07	+0.39	F5III	Alp Cha	
3477	131.10000	-42.64917	4.07	+0.87	G5III		
5200	207.36917	15.79778	4.07	+1.52	K5.5III	5Ups Boo	
5670	229.37833	-58.80111	4.07	+0.09	A3V	Bet Cir	
8075	316.48667	-17.23278	4.07	-0.01	A1V	23The Cap	
3825	143.61125	-59.22944	4.08	+0.01	B5II		
4287	164.94375	-18.29889	4.08	+1.09	K0+III	7Alp Crt	Alkes
4405	171.22042	-17.68389	4.08	+0.21	A5V	15Gam Crt	
5338	214.00375	-6.00056	4.08	+0.52	F6III	99Iot Vir	Syrma
8173	320.52167	19.80444	4.08	+1.11	K1III	1 Peg	
8316	325.87667	58.78000	4.08	+2.35	M2-Ia	Mu Cep	
458	24.19917	41.40556	4.09	+0.54	F8V	50Ups And	
705	35.43708	-68.65944	4.09	+0.03	A3V	Del Hyi	
919	45.59792	-23.62444	4.09	+0.16	A4IV	11Tau3Eri	
1907	84.22625	9.29056	4.09	+0.95	K0IIIbFe-2	40Phi2Ori	
5879	237.18500	18.14167	4.09	+1.62	M0.5IIIab	35Kap Ser	
794	40.16667	-39.85556	4.11	+1.02	K0III	Iot Eri	
806	39.89750	-68.26694	4.11	-0.06	B9V	Eps Hyi	
1066	52.71833	12.93667	4.11	+1.12	K0II-IIIFe-0.5	5 Tau	
3055	117.30958	-46.37333	4.11	-0.18	B0III		
4174	158.86708	-78.60778	4.11	+1.58	M0III	Gam Cha	
4522	176.62833	-61.17833	4.11	+0.90	G5Ib-II		
4671	184.39208	-67.96083	4.11	+1.58	M5III	Eps Mus	
5771	234.18000	-66.31694	4.11	+1.17	K1-2III	Eps TrA	
7254	287.36792	-37.90444	4.11	+0.04	A2V	Alp CrA	
7259	287.50708	-39.34083	4.11	+1.20	K0II	Bet CrA	
7980	312.95542	-26.91917	4.11	+1.64	M0-III-IIIbBa0.2	18Ome Cap	
8560	337.43958	-43.74944	4.11	+1.57	M4.5IIIa	Del2Gru	
799	41.05000	49.22833	4.12	+0.49	F8V	13The Per	
2124	90.59583	9.64750	4.12	+0.16	A2V	61Mu Ori	
2657	105.93958	-15.63333	4.12	-0.12	B8II	23Gam CMa	Muliphein
3903	147.86958	-14.84667	4.12	+0.92	G7-III	39Ups1Hya	
4608	181.30208	8.73306	4.12	+0.98	G8IIIaCN-1Ba1CH1	9Omi Vir	
8747	345.22000	-52.75417	4.12	+0.98	G8-K0III	Zet Gru	
6905	277.20792	-49.07083	4.13	+1.02	G8-K0III	Zet Tel	
7581	298.81542	-41.86833	4.13	+1.08	K0II-III	Iot Sgr	
8315	326.16125	25.64500	4.13	+0.43	F5IV	10Kap Peg	
8498	333.99250	37.74889	4.13	+1.46	K3-II-III	1 Lac	
8969	354.98750	5.62639	4.13	+0.51	F7V	17Iot Psc	
1303	63.72458	48.40944	4.14	+0.95	G0Ib	51Mu Per	
1784	80.98667	-7.80806	4.14	+0.96	G8IIIFe-0.5	29 Ori	
3426	129.41125	-42.98917	4.14	+0.11	A6II		
5778	233.23250	31.35917	4.14	-0.13	B6Vnne	4The CrB	
7936	311.52375	-25.27083	4.14	+0.43	F4V	16Psi Cap	
8976	355.10208	44.33389	4.14	-0.08	B9IVn	19Kap And	
2343	97.24083	20.21222	4.15	-0.13	B6IIIe	18Nu Gem	
2714	107.96625	-0.49278	4.15	-0.01	A2V	22Del Mon	
4616	181.72042	-64.61361	4.15	+0.34	F2III	Eta Cru	
5908	238.45625	-16.72944	4.15	+1.02	G8.5IIIb	46The Lib	
5947	239.39708	26.87778	4.15	+1.23	K2IIIab	13Eps CrB	
8630	341.51375	-81.38167	4.15	+0.20	A9IV-V	Bet Oct	
130	8.25000	62.93167	4.16	+0.14	B1Ia	15Kap Cas	
2134	91.03000	23.26333	4.16	+0.82	G7III	1 Gem	
3410	129.41417	5.70361	4.16	0.00	A1Vnn	4Del Hya	
6166	249.09375	-35.25556	4.16	+1.57	K6III		
8499	334.20833	-7.78333	4.16	+0.98	G8III-IV	43The Aqr	
1195	57.36375	-36.20028	4.17	+0.95	G9II-III		
6486	261.59250	-24.17528	4.17	+0.28	A3m	44 Oph	
8628	340.16417	-27.04361	4.17	-0.11	B8V	18Eps PsA	
1156	56.58167	23.94833	4.18	-0.06	B6IVe	23 Tau	
2852	112.27792	31.78444	4.18	+0.32	F0V	62Rho Gem	
5351	214.09583	46.08833	4.18	+0.08	A0p	19Lam Boo	
5192	207.36125	-34.45083	4.19	+1.50	M4.5III	2 Cen	
5315	213.22417	-10.27361	4.19	+1.33	K2.5IIIFe-0.5	98Kap Vir	
7061	281.41542	20.54639	4.19	+0.46	F6V	110 Her	
8494	333.75833	57.04361	4.19	+0.28	F0IV	23Eps Cep	
8665	341.67333	12.17278	4.19	+0.50	F6III-IV	46Xi Peg	
1839	82.69625	5.94806	4.20	-0.14	B5V	32 Ori	
3102	119.21458	-22.88000	4.20	+0.72	F7II	11 Pup	
6168	248.52583	42.43694	4.20	-0.01	B9V	35Sig Her	
1035	52.26708	59.94028	4.21	+0.41	B9Ia		
1949	85.19000	-1.94278	4.21		B0III	50Zet Ori	
4100	156.97083	36.70722	4.21	+0.90	G9IIIab	31Bet LMi	
8720	343.98708	-32.53972	4.21	+0.97	G8III	23Del PsA	
8841	348.97292	-9.08778	4.21	+1.11	K0III	91Psi1Aqr	
1387	66.34208	22.29389	4.22	+0.13	A7IV-V	65Kap1Tau	
6920	275.18958	71.33778	4.22	-0.10	A0pSi:	43Phi Dra	
7063	281.79375	-4.74778	4.22	+1.10	G4IIa	Bet Sct	
7074	283.05417	-62.18750	4.22	-0.14	B2II-IIIe	Lam Pav	
7850	307.39542	62.99417	4.22	+0.20	A7III	2The Cep	
7942	311.41542	30.71972	4.22	+1.05	G9.5III	52 Cyg	
8181	321.61083	-65.36611	4.22	+0.49	F6V	Gam Pav	
8834	348.58083	-6.04889	4.22	+1.56	M1.5III	90Phi Aqr	
77	5.01792	-64.87472	4.23	+0.58	F9V	Zet Tuc	
840	42.64625	38.31861	4.23	+0.34	F2III	16 Per	
1087	54.12250	48.19278	4.23	-0.06	B5Ve	37Psi Per	
1173	56.71208	-23.24972	4.23	+0.42	F3III	27Tau6Eri	
5168	206.42167	-33.04389	4.23	+0.38	F3IV	1 Cen	
5987	241.64792	-36.80222	4.23	-0.17	B2.5Vn	The Lup	
6143	247.84542	-34.70444	4.23	-0.16	B2III-IV		
6322	251.49208	82.03722	4.23	+0.89	G5III	22Eps UMi	
7564	297.64125	32.91417	4.23	+1.82	S6+/1e	Chi Cyg	
8143	319.35417	39.39472	4.23	+0.12	B9Iab	67Sig Cyg	
8335	326.69833	49.30944	4.23	-0.12	B3III	81Pi 2Cyg	
3090	118.32583	-48.10306	4.24	-0.14	B0.5Ib		
6163	250.76917	-77.51750	4.24	+1.06	K0III	Bet Aps	
7747	304.41208	-12.50833	4.24	+1.07	G3Ib	5Alp1Cap	
285	17.18625	86.25694	4.25	+1.21	K2II-III		
335	17.37583	47.24194	4.25	-0.07	B7Ve	42Phi And	
721	36.74625	-47.70389	4.25	-0.14	B5IV	Kap Eri	
811	41.03083	-13.85861	4.25	-0.14	B7V	89Pi Cet	
1338	64.00667	-51.48667	4.25	+0.30	F4III	Gam Dor	
1454	69.17250	41.26472	4.25	+1.22	K4III+A3V	58 Per	
1458	68.91375	10.16083	4.25	+0.18	A5m	88 Tau	
3275	125.70875	43.18806	4.25	+1.55	K4.5III-IIIb	31 Lyn	
3572	134.62167	11.85778	4.25	+0.14	A5m	65Alp Cnc	Acubens
4104	156.78792	-31.06778	4.25	+1.45	K4III	Alp Ant	
5430	216.88125	75.69611	4.25	+1.44	K4-IIIBa0.3	5 UMi	
510	26.34833	9.15778	4.26	+0.96	G8III	110Omi Psc	
2091	89.98375	45.93694	4.26	+1.72	M3II	35Pi Aur	
4674	184.58625	-79.31222	4.26	-0.12	B5Vn	Bet Cha	
4785	188.43542	41.35750	4.26	+0.59	G0V	8Bet CVn	Chara
4983	197.96833	27.87806	4.26	+0.57	F9.5V	43Bet Com	
5264	210.41167	1.54444	4.26	+0.10	A3V	93Tau Vir	
6023	242.19250	44.93500	4.26	-0.07	B9p:Mn:	11Phi Her	
6581	265.35375	-12.87528	4.26	+0.08	A2V	56Omi Ser	
813	41.23542	10.11417	4.27	+0.31	F0IV	87Mu Cet	
1008	49.98208	-43.06972	4.27	+0.71	G8V		
1088	53.44708	-21.63278	4.27	-0.11	B8V+B8V	19Tau5Eri	
1473	69.53958	12.51083	4.27	+0.12	A6V	90 Tau	
1679	77.28667	-8.75417	4.27	-0.19	B2IVne	69Lam Eri	
3206	122.37208	-47.34583	4.27	-0.23	B1IV	Gam1Vel	
4889	193.35917	-40.17889	4.27	+0.21	A7III		
4942	196.72750	-49.90611	4.27	-0.19	B1.5V	Xi 2Cen	
5683	229.63333	-47.87500	4.27	-0.08	B8Ve	Mu Lup	
7948	311.66458	16.12417	4.27	+1.04	K1IV	12Gam2Del	
8418	331.60917	-13.86972	4.27	-0.07	B9IV-V	33Iot Aqr	
294	15.73583	7.89000	4.28	+0.96	K0III	71Eps Psc	
718	37.03958	8.46000	4.28	-0.06	B9III	73Xi 2Cet	
1101	54.21833	0.40167	4.28	+0.58	F9IV-V	10 Tau	
1392	66.57708	22.81361	4.28	+0.26	A8Vn	69Ups Tau	
1497	70.56125	22.95694	4.28	-0.13	B3V	94Tau Tau	
2973	115.82792	28.88361	4.28	+1.12	K1III	75Sig Gem	
4180	159.82667	-55.60333	4.28	+1.04	G2-3Ib		
4552	178.22750	-33.90806	4.28	-0.10	B9IIIpSi	Bet Hya	
6147	247.78458	-16.61278	4.28	+0.92	G8+IIIa	8Phi Oph	
8167	320.56167	-16.83444	4.28	+0.90	G7IIIFe-1.5	32Iot Cap	
8787	346.72000	-43.52056	4.28	+0.42	F5mDel Del	The Gru	
8916	351.99208	6.37889	4.28	+1.07	K1III	10The Psc	
1261	61.64583	50.35139	4.29	+0.02	A0IVn	47Lam Per	
1320	63.88375	8.89222	4.29	-0.06	B3IV	49Mu Tau	
1389	66.37250	17.92806	4.29	+0.05	A2IV	68Del3Tau	
1542	73.51250	66.34278	4.29	+0.03	O9.5Ia	9Alp Cam	
1756	79.89375	-13.17667	4.29	-0.26	B0.5IV	6Lam Lep	
3751	144.27167	81.32639	4.29	+1.48	K3IIIa		
6492	261.83875	-29.86694	4.29	+0.40	F5IVDel Sct*	45 Oph	
6546	264.13667	-38.63528	4.29	+1.09	K0IIIb		
7343	290.80500	-44.79972	4.29	+0.34	F2III	Bet2Sgr	
8334	326.36208	61.12083	4.29	+0.52	A2Ia	10Nu Cep	
8417	330.94750	64.62778	4.29	+0.34	A3/6Vm	17Xi Cep	
8454	332.49667	33.17833	4.29	+0.46	F5III	29Pi 2Peg	
8576	337.87625	-32.34611	4.29	+0.01	A0V	17Bet PsA	
8965	354.53417	43.26806	4.29	-0.10	B8V	17Iot And	
1145	56.30208	24.46722	4.30	-0.11	B6IV	19 Tau	
3454	130.80625	3.39861	4.30	-0.20	B3V	7Eta Hya	
4471	174.23708	-0.82389	4.30	+1.00	G8.5IIICN-0.5	91Ups Leo	
7139	283.62583	36.89889	4.30	+1.68	M4II	12Del2Lyr	
7740	303.34958	56.56778	4.30	+0.11	A3IV-Vn	33 Cyg	
280	14.65167	-29.35750	4.31	-0.16	B7IIIp	Alp Scl	
3773	142.93000	22.96806	4.31	+1.54	K5III	4Lam Leo	
4775	188.01750	-16.19611	4.31	+0.38	F2III-IV	8Eta Crv	
5733	231.12250	37.37722	4.31	+0.31	F2IVa	51Mu 1Boo	
1496	70.11042	-19.67167	4.32	+1.61	M4III	54 Eri	
2854	112.04083	8.92556	4.32	+1.43	K3-IIIFe-0.5	4Gam CMi	
3484	131.59375	-13.54778	4.32	+0.90	G8-IIIFe-1	12 Hya	
4537	177.42125	-63.78833	4.32	-0.15	B3Vne		
5339	216.72875	-83.66778	4.32	+1.31	K2III	Del Oct	
5528	222.91000	-43.57556	4.32	-0.15	B5IV	Omi Lup	
5903	236.01458	77.79444	4.32	+0.04	A3Vn	16Zet UMi	
5997	241.85125	-20.86861	4.32	+0.84	G3II-III	10Ome2Sco	
7884	309.58458	-1.10528	4.32	+0.95	G7.5IIIa	71 Aql	
343	17.77583	55.14972	4.33	+0.17	A7V	33The Cas	
