# Bright Star Catalogue, 5th Revised Ed. (Preliminary Version)
# Hoffleit D., Warren Jr W.H., Astronomical Data Center, NSSDC/ADC (1991)
# VizieR catalogue V/50 -- https://cdsarc.cds.unistra.fr/ftp/V/50/
#
# Generated by scripts/gen-starcatalog. Do not edit by hand.
# Selection: apparent visual magnitude <= 6.5. Equinox and epoch J2000.
#
# hr	ra_deg	dec_deg	vmag	bv	spectral_type	designation	name
2066	89.14083	28.94222	6.32	+0.30	A2II		
2258	94.75750	17.32500	6.32	-0.07	B9IIIpSiCr:		
2368	97.17625	-41.07444	6.32	+0.40	F2-3V		
2591	103.61125	-42.36556	6.32	+2.24	C3II		
2755	108.94792	-23.74056	6.32		A0		
2768	109.23833	-30.89667	6.32	+0.20	A9II		
3057	117.36750	-44.75194	6.32	+0.96	K0III		
3074	117.83542	-43.09556	6.32	-0.17	B2IV-V		
3142	119.80125	-49.97667	6.32		B2IV-V		
3189	122.23708	-11.33972	6.32	+0.01	A0Vn		
3197	126.13708	82.43083	6.32	+0.01	A2Vn		
3265	124.81292	-10.16583	6.32	+0.33	F3IIIpDel Del		
3296	125.82167	-38.28583	6.32	+1.63	M1III		
3309	126.90333	45.65306	6.32	+0.62	G5V		
3310	126.69500	26.93444	6.32	+0.18	A6V	23Phi2Cnc	
3394	129.03208	15.31361	6.32		F0IV		
3491	130.97625	-68.21167	6.32	+1.50	K3III:		
3693	138.89583	-57.57806	6.32	+1.04	G8II		
3933	149.22500	-27.47500	6.32	+0.17	A4V		
3987	152.74542	40.66139	6.32	+1.25	gK3		
4060	154.99750	-9.05889	6.32	+0.33	F1IV		
4085	156.05458	2.36806	6.32	+1.00	G9V		
4106	157.47625	65.62611	6.32	+1.14	gK2	35 UMa	
4321	166.61417	-50.95667	6.32	+1.16	K2III		
4412	171.60625	33.45056	6.32	+0.43	F7V		
4727	186.27667	63.80278	6.32	+0.91	G8III		
4884	193.05125	17.07389	6.32	+1.59	M0III	32 Com	
4959	197.31000	-9.53833	6.32	+1.02	K0		
5148	205.09667	50.51944	6.32	+0.54	F7-9V		
5245	209.04375	32.03250	6.32	+0.37	F4IV-V		
5363	214.45500	48.00167	6.32	+0.44	F5		
5398	216.55583	-42.31917	6.32	+1.19	K2III		
5645	228.25417	-61.74389	6.32	+1.90	K4Ib		
5702	229.87583	32.51528	6.32	+0.24	A2m		
5809	234.56542	-28.20667	6.32	+1.17	K1III		
5996	241.76417	-14.07083	6.32	+0.66	G4IV-V		
6053	243.66292	-18.53528	6.32	+1.09	K2III		
6231	253.07250	-67.68194	6.32	+1.28	K2III		
6238	249.47042	78.91833	6.32	+1.14	G9III		
6248	252.59292	-2.65389	6.32	+0.42	F1III-IV		
6261	253.49500	-41.99472	6.32	+0.50	B1Ia		
6307	254.42625	24.38139	6.32	+1.10	K0III		
6439	259.99792	-5.91722	6.32	+0.85	G9V		
6448	259.12250	60.67056	6.32	+1.09	K1.5IIIb		
6792	271.77625	49.71056	6.32		A2V		
6911	275.94917	53.30083	6.32	+0.16	A3m		
6952	278.34708	-38.72028	6.32		A0III	Kap1CrA	
7026	281.03208	-36.71861	6.32	+0.98	K0III		
7186	285.38958	-15.28250	6.32	+1.00	gG6		
7325	289.71958	9.61806	6.32	+1.05	G9III		
7353	290.76917	-7.40028	6.32	+1.45	K0		
7396	291.89125	14.28250	6.32	-0.06	B4III		
7452	294.03458	22.58583	6.32	-0.07	B9pSi:Cr:		
7642	299.64333	38.10556	6.32	-0.09	B5IV		
7738	304.09500	-12.33694	6.32	+0.01	B9pHg	3 Cap	
7885	309.38250	31.57250	6.32	-0.09	B8IIIn	48 Cyg	
7940	310.80625	57.11417	6.32	+0.33	B2III		
8074	315.93042	46.86194	6.32	+0.25	F0IVn		
8197	321.09625	24.52889	6.32	+1.04	K0III		
8241	323.57083	-42.92500	6.32	+1.09	K1IIICNII		
8442	331.79000	58.84083	6.32	+0.88	G6III		
8460	332.71500	30.55306	6.32	+0.18	A8IV		
8587	338.19542	15.86333	6.32	+1.19	K0		
8873	349.86417	34.79333	6.32	-0.08	B8III		
8875	349.92333	48.38083	6.32	+1.12	K1III		
8914	352.00292	-35.54444	6.32	+1.20	K2III		
9092	0.60083	8.95694	6.32	+0.18	A6V	31 Psc	
23	2.26000	-54.00194	6.33	+0.74	G4IV		
73	4.67750	-43.23528	6.33	+1.21	K2III		
75	4.92333	40.72972	6.33	+1.18	K1III		
200	11.66250	69.32500	6.33		F3V		
516	25.33875	-79.14833	6.33	+0.94	G6-8III	Tau1Hyi	
653	33.99125	47.81139	6.33		G9III-IV		
704	36.24333	-2.78000	6.33	0.00	A0III	71 Cet	
949	48.11000	47.72583	6.33	+1.43	K5III		
1120	55.04750	-15.22667	6.33	+0.88	G5		
1462	69.00667	-3.61194	6.33	-0.10	B7III		
1522	71.60042	-2.95444	6.33	+0.04	A2V		
1750	80.24708	27.95722	6.33	+0.04	B9IV		
1840	82.58625	-7.43472	6.33	-0.19	B2IV-V		
1904	84.44042	33.55917	6.33	+1.31	K0		
2184	92.75750	18.12944	6.33	+1.35	K1II		
2302	96.22042	16.05694	6.33	+1.08	G9III		
2485	102.05375	55.70444	6.33		dF6		
2528	102.43333	-24.07583	6.33	+0.04	A1		
2544	102.65375	-25.77806	6.33	-0.18	B2V		
2743	108.48833	-30.34000	6.33	-0.20	B2IV-V		
2991	116.28875	20.31639	6.33	0.00	A1V	79 Gem	
3056	117.08000	-56.47111	6.33	+1.01	K0III+A1V		
3099	119.09500	-30.28528	6.33	+1.66	M6III		
3150	120.60833	-6.33722	6.33	+0.62	G0III		
3152	119.91750	-60.20750	6.33	-0.06	B5III		
3336	126.81833	-31.67306	6.33	+0.90	G8III		
3392	128.85375	2.74361	6.33	+1.02	G9III		
3425	129.66792	-19.73694	6.33	+1.59	K5III		
3451	131.04208	36.91806	6.33		F7V		
3526	133.10083	5.34000	6.33	+0.12	A5V		
3581	138.83833	84.18111	6.33	+0.30	F2III		
3700	139.42625	-54.49528	6.33	+1.41	K3III		
3714	140.23125	-15.61778	6.33	+0.46	dF6		
4268	163.11458	-79.55944	6.33	+1.46	K2II-III		
4351	168.41750	41.08861	6.33	+1.15	K2III		
4507	175.25500	-83.10000	6.33	+1.08	K0III		
4611	181.47167	-65.54722	6.33	+0.22	B6Iab-Ib		
4651	183.40292	-33.79278	6.33	+0.08	A0V		
4683	184.21417	86.43611	6.33	+0.43	F4V		
4688	184.87333	28.15694	6.33	+0.50	F8V s	9 Com	
4709	186.40625	-86.15056	6.33	+1.08	K0III		
4805	189.51833	3.28250	6.33	+0.01	A1V		
4820	190.52125	-69.40750	6.33	+0.78	F7Ib-G2		
4843	191.11292	44.10306	6.33	+0.43	F6IV		
4880	193.02208	-48.09417	6.33	+0.03	A0IV		
4972	197.97125	-63.30278	6.33	+0.44	A8II-III		
4984	198.03500	24.25806	6.33	+0.98	K1III		
5103	203.62042	-48.27222	6.33	-0.05	B8III		
5183	206.73792	6.35056	6.33	+0.63	G0-1IV-V		
5373	214.94875	38.79389	6.33	+0.05	A2V		
5445	218.54875	32.53444	6.33	+0.40	F5V		
5503	221.49083	-15.45972	6.33	+1.19	K1III	5 Lib	
5650	228.13042	-48.21861	6.33	+1.12	K2III		
5861	236.41542	0.89139	6.33	+1.19	K0III		
5956	240.33125	-31.88944	6.33	+1.45	K4III		
5998	241.96625	-24.46194	6.33	-0.06	B7IIIp:		
6036	242.26208	57.93778	6.33		A1V		
6059	244.33708	-53.08667	6.33	+0.27	A8IV		
6099	246.22583	-45.34917	6.33	+0.19	A2-3V		
6274	254.03708	-50.67500	6.33	-0.02	B3Vnep		
6329	255.49625	8.45056	6.33	+0.09	A4V		
6390	257.93833	7.89472	6.33	+1.04	K0III		
6808	274.50375	-68.22917	6.33	-0.04	B9V		
6878	275.75917	-10.21861	6.33	+0.14	B9.5V		
7409	292.33708	20.27972	6.33	-0.10	B5Vn	7 Vul	
7666	299.67458	70.36694	6.33	+0.88	G8III		
7810	306.43333	10.05639	6.33	+1.56	K5III		
7962	311.58833	52.99528	6.33	+1.12	K0		
7974	312.45125	7.86417	6.33	+0.02	A1V s	14 Del	
7983	312.47792	46.66111	6.33	-0.07	B4Ve		
7989	313.25500	-23.78306	6.33	+0.88	K0III		
8068	316.18917	2.26972	6.33	+0.97	G5		
8071	315.96708	41.62806	6.33	+0.38	F3IV		
8271	325.14000	-55.73750	6.33	+1.06	K0II-III		
8376	329.55542	-5.42472	6.33	+0.37	F5IV		
8456	332.59250	14.63000	6.33	+1.08	K0III		
8680	342.49625	-32.80528	6.33	+0.31	F0V+F3V		
8738	344.67750	7.33972	6.33	+0.06	A1V		
8791	346.78958	-49.60667	6.33	+1.45	K4III		
8849	349.78375	-79.47278	6.33	+0.91	K0III		
9020	357.30000	58.96306	6.33	+0.40	F2IV		
372	19.27125	44.90194	6.34		K5		
384	20.27167	64.65833	6.34	+0.09	A2Vnn	35 Cas	
488	25.74333	61.42167	6.34	+0.01	B7II		
495	25.81875	45.32222	6.34	+1.01	K2IV		
503	25.95833	32.19167	6.34		G8III-IV		
532	27.33125	-31.07278	6.34	+1.22	K2-3III		
683	34.74375	-25.94556	6.34	+0.73	G5V		
1196	59.12583	71.82167	6.34	+0.30	A5m		
1274	61.44458	-20.51222	6.34	+0.92	G5		
1653	76.10875	-35.70528	6.34	+0.30	F1III	Gam2Cae	
1748	79.89667	-1.41222	6.34	-0.11	B1.5Vn		
1766	80.08583	-34.69889	6.34	+0.33	F2IV-V		
1929	84.86250	21.76278	6.34	+0.06	A1Vn		
1966	85.36250	-33.40056	6.34	-0.04	A0V		
1980	86.11833	-20.12639	6.34	+0.58	G0		
1986	86.51167	-4.26833	6.34	+1.05	K1III+G0IV		
2121	91.28458	59.39306	6.34	+1.10	K1III-IV		
2137	91.26083	37.96417	6.34		K0III+A2		
2307	95.81000	-31.79000	6.34	+0.89	G8III		
2393	97.89583	-36.94000	6.34	+1.63	M1III		
2445	99.21375	-41.55694	6.34	+1.15	K0II		
2556	103.81333	45.82639	6.34	+0.94	K0III-IV		
2599	104.25042	-8.17889	6.34	+0.64	K0II-III+A2V		
2680	106.50250	-30.65556	6.34	-0.16	B3V		
2923	114.03250	-22.16056	6.34	+0.99	G5		
3026	116.91042	-15.99083	6.34	+1.78	K1Ia-Iab		
3094	119.56917	43.97750	6.34	1.06	K0		
3127	120.25292	23.58306	6.34		K1III-IV		
3130	120.47958	35.41306	6.34	+1.56	K0		
3143	119.80583	-49.97361	6.34		B2IV-V		
3155	120.52583	-37.05056	6.34	+1.62	M1III		
3171	119.81708	-73.24472	6.34	+0.14	A3III		
3382	127.87333	-54.39417	6.34	+1.31	K3III		
3455	130.18167	-57.54528	6.34	+0.20	A3V		
3865	146.48083	63.65333	6.34	+0.31	F2V	28 UMa	
4202	161.59375	57.36583	6.34	+1.56	M1III	41 UMa	
4297	165.23833	-15.79278	6.34	+1.18	K0		
4308	165.90208	-13.43444	6.34	+0.88	G5		
4676	184.43458	15.14417	6.34	+1.37	K4III		
4854	191.75958	5.95083	6.34	-0.05	A0pSrEuCr		
5076	201.99792	52.74583	6.34	+0.23	F0		
5115	204.79958	-75.68389	6.34	+0.01	B8IV		
5282	210.46083	68.67861	6.34	+1.40	K5		
5292	212.23458	-59.27667	6.34	+0.05	B5IV		
5309	213.10208	-24.36417	6.34	+1.35	K0		
5819	234.83875	-23.15028	6.34	+0.02	A0V		
5822	235.06417	-31.21361	6.34	+1.43	K2III		
6191	247.66167	77.44667	6.34	+1.00	K1III		
6290	253.81667	13.61972	6.34	+0.34	F3V s		
6313	254.45917	42.51250	6.34	+1.28	K3III		
6376	256.94458	40.51611	6.34	+0.03	A2IV		
6589	265.29583	15.17806	6.34	+0.03	A1V		
6612	265.77333	44.08444	6.34	+1.54	K4III		
6719	270.22042	6.26833	6.34	-0.08	B2IV		
6754	271.16750	23.94250	6.34	+0.30	F0IV-V		
6757	271.53083	-0.44667	6.34	+1.06	G8IIp		
6767	271.25333	41.94667	6.34	+0.26	F0V		
7110	283.25792	-9.57611	6.34	+0.20	A7Vn		
7269	287.46500	-0.42806	6.34	-0.04	B5Vn		
7320	291.02250	-68.37111	6.34	+1.23	K2III		
7334	290.54000	-42.01611	6.34	+1.14	K1III		
7403	291.90208	37.94111	6.34	-0.14	B3Ve		
7432	293.87417	-7.46028	6.34	+1.12	K0		
7470	294.95583	-23.42778	6.34	+0.03	B9.5V+A3IV	53 Sgr	
7493	295.55333	12.19333	6.34	-0.03	B9IIIpHgMn	46 Aql	
7523	296.20417	40.71667	6.34	+1.64	M4-III		
7563	296.68625	68.43833	6.34	+0.28	F0III		
7671	301.27250	-11.59944	6.34	+0.52	F1III		
7680	301.36042	15.50028	6.34	+1.64	M2.5III		
7712	302.99125	-12.39250	6.34	+1.21	K0III	1Xi 1Cap	
7849	307.99250	25.80444	6.34	+0.26	Am		
7999	313.28083	29.64944	6.34	+1.09	K2		
8088	316.89000	15.65861	6.34	+1.01	K2IV		
8509	335.15083	-57.51000	6.34	+1.37	K3-4III		
8598	338.32083	70.37389	6.34	0.00	A0V		
8638	340.38083	30.96583	6.34		K5		
8672	342.32250	-70.34778	6.34	+0.07	A2V		
8706	343.29708	40.16722	6.34	-0.08	B7III-IV		
8856	349.41667	-11.71306	6.34	+0.05	A1Vn		
9019	357.22458	59.97889	6.34	-0.01	A0V		
53	3.79417	27.28306	6.35	-0.02	A1Vn		
55	4.05833	76.95083	6.35	-0.07	B8Vnn		
313	16.45500	4.90833	6.35	+0.38	F3V	77 Psc	
394	20.62708	-19.08139	6.35	+0.48	F6IV		
504	26.11042	46.13972	6.35		K5III		
576	29.61125	-33.06667	6.35	+1.02	K0III		
803	40.96333	25.63806	6.35	+0.08	A2Vp:		
1018	50.56792	-25.58778	6.35	+0.01	A0V		
1512	71.42708	23.62806	6.35	+0.06	B5III		
1596	74.54500	-2.21250	6.35	+0.10	A2V		
1777	80.87958	5.32250	6.35	+0.12	A2V		
1817	81.77000	-11.90083	6.35	+0.51	dF7		
1819	82.14500	13.67889	6.35	+0.15	A4V		
2044	87.61917	-52.76778	6.35	+0.76	K0-1III+A4V+A		
2157	91.11833	-45.03667	6.35	+0.52	G0IV-V		
2182	92.33458	-18.12611	6.35	-0.03	B9Vn		
2277	95.35792	17.76361	6.35		g:G9		
2317	96.44625	-3.88917	6.35	+1.02	G9III		
2431	98.97500	-36.08889	6.35	+0.48	G0V		
2433	99.17042	-22.61500	6.35	-0.11	B5V		
2613	104.83375	7.31694	6.35	-0.11	B7III		
2681	108.49208	71.81667	6.35	+1.12	K0		
2772	110.57167	59.90194	6.35		A8m	47 Cam	
2775	110.26292	42.65556	6.35	+1.46	K0		
3098	119.31750	1.12694	6.35	+0.50	F7V		
3649	137.98167	5.46833	6.35	+0.32	A9IVDel Del		
3675	138.85375	-15.02472	6.35	+0.02	A0V		
3907	148.05000	0.07556	6.35	+0.94	G9III		
3944	149.04042	-71.38944	6.35	-0.08	B9Ib		
4019	153.48583	-40.31056	6.35	+0.94	G8III		
4091	155.96208	-57.95389	6.35	+1.52	K4III		
4103	157.15208	45.21222	6.35	+1.32	K0		
4270	164.14333	25.50000	6.35	+1.03	K0	50 LMi	
4349	167.87292	-71.43639	6.35	+1.37	K2-3III		
4385	169.64292	-79.66861	6.35	+0.26	A8IIIm:		
4430	172.60417	46.65750	6.35	+1.27	K2IIICN-1		
4543	177.73042	12.27889	6.35	+0.27	F0IVm s		
4547	177.84125	-12.18778	6.35	+0.40	F1III-IV		
4627	182.44708	74.66139	6.35	+0.50	F6IV		
4649	183.48208	-78.57361	6.35	+1.24	K2-3IIICNII		
4742	186.95583	-16.63194	6.35	+0.84	G3III		
4758	187.52000	-13.39306	6.35	+0.56	G0V		
5045	200.51583	43.90306	6.35	+0.24	A7m		
5208	207.90250	-36.43333	6.35	+0.48	F6IV-V		
5400	216.70792	-39.87389	6.35	-0.08	B7IV		
5423	217.40333	41.79583	6.35	+0.70	G5V		
5518	221.97875	-12.83972	6.35	+1.10	K0III		
5566	224.53667	-48.86306	6.35	+0.71	G3-5V		
5630	226.64625	36.45556	6.35	+0.52	F8V		
5706	230.19625	-2.41333	6.35	+1.06	K0V		
6189	249.91292	-9.55444	6.35	+0.48	F3V		
6239	252.03708	13.59056	6.35	+0.87	G5III		
6273	253.65000	-30.58722	6.35	+0.21	A7IIIm:		
6343	255.96958	19.69056	6.35	+1.52	K4III		
6463	260.38917	16.73083	6.35	+1.61	M2.5IIIab		
6466	260.38000	28.75806	6.35	+0.70	G0III		
6482	261.14083	15.60611	6.35	-0.02	B9V		
6621	267.11583	-26.97500	6.35	+0.12	B4IVe		
6646	271.36125	-81.48639	6.35	+1.50	K3-4III		
6659	267.99792	-1.23667	6.35	+1.12	K0		
7023	280.73000	-19.28389	6.35	+1.75	M4III		
7354	290.70167	9.91306	6.35	+0.44	F6V		
7471	294.70417	3.38167	6.35	+0.04	B3III		
7991	313.35417	-30.71861	6.35	+1.09	K1III		
8191	321.10250	10.17417	6.35	+0.47	F5III		
8395	329.46250	74.99667	6.35	+1.56	K5		
8436	331.87500	18.00056	6.35	+1.64	M1		
8545	336.64333	-16.74250	6.35	+0.61	G1V	53 Aqr	
8584	337.89250	29.54278	6.35	+0.19	A5m		
8589	338.07833	54.03750	6.35		G8III		
8831	348.26667	29.44167	6.35	+0.93	G8III		
8922	352.27333	23.04778	6.35		G9III		
8955	354.12708	32.90417	6.35	+0.46	F6V		
9044	358.58917	-27.04222	6.35	+0.20	A2V+F2V		
465	24.63208	45.40000	6.36	+0.04	B9pCrEu		
627	32.87083	57.64583	6.36	+0.33	B5Ia	5 Per	
746	38.86625	39.66444	6.36	-0.10	B9pHgMn		
814	40.83458	-40.52750	6.36	-0.02	B9V		
846	43.21667	52.99778	6.36	+0.07	B8III		
853	42.69958	-39.93167	6.36	+0.05	A0V		
916	45.87625	28.26972	6.36		F0V		
967	49.38167	65.65861	6.36	+0.09	A3V		
1378	65.99917	24.30111	6.36	+0.17	B3V	62 Tau	
1455	68.92792	19.88167	6.36		G5II-III+A-F		
1753	79.82292	-18.52000	6.36	-0.16	B3V		
1954	85.51625	22.66028	6.36		K2		
2068	88.55875	-29.14778	6.36	+0.37	F3V		
2073	87.84583	-64.03361	6.36	+0.86	G8III		
2090	89.14375	-23.21556	6.36	+1.07	K0		
2153	92.09583	41.05556	6.36	+1.05	G9III		
2598	103.97833	-31.79000	6.36		B3V		
2733	108.45125	-22.90639	6.36	-0.21	B2IV+G5IV		
3063	117.92042	-12.81944	6.36	+0.39	F2	8 Pup	
3190	122.18125	-20.36306	6.36	+0.16	A7IV		
3368	127.40125	-55.19111	6.36	+0.80	G0V		
3369	128.25042	24.08472	6.36	+1.02	G9III	32Ups2Cnc	
